institution_name,study_period_start_date,credential,program_length, total_estimated_cost ,student_status,Comments
Selkirk College,06-09-2021,Bachelor of Nursing – Bachelor of Science,3," $14,503.00 ",,
Vancouver Island University,06-09-2011,Bachelor of Arts in Child and Youth Care,4," $25,000.00 ", Hiatus , WDR 
University of Northen BC,,Elementary Education,,,,
Okanagan College,,Aboriginal Support Worker Certificate,,, Completed  ,
Douglas College,04-01-2022,Arts-Associate Degree,2," $11,281.00 ",,
BCIT,01-04-2022,Accounting Diploma,2," $25,000.00 ",,
Douglas College,04-01-2022,Certificate in Marketing,1," $6,154.00 ",,
Douglas College,04-01--2022,Arts-Associate Degree,2," $11,281.00 ",,
Vancouver Island University,04-09-2018,Unclassified,4," $25,000.00 ", Attending ,
Vancouver Island University,06-09-2022,Bachelor of Social Work,4," $31,096.00 ",,
Camosun College,05-09-2018,Health Care Assistant,1,, Hiatus , Last attended 04/19 
North Island College,,Heavy Duty Equipment,,, Attending ,
University of Victoria,,Bachelor of Social Work,,,,
Okanagan College,15-10-2022,Project Management & Business Admin,3," $15,793.00 ",,
Nicola Valley Institute of Technology,,,,, Never Attended , Preferred Name: Brittany Parks 
Douglas College,05-05-2018,General Studies,2," $12,000.00 ", Attending ,
Capilano University,06-09-2022,Education and Employment Access,1," $2,144.00 ",,
Emily Carr University of Art & Design,06-09-2022,Bachelor of Design,4," $23,500.00 ",,
University of the Fraser Valley,01-09-2018,Bachelor of Arts,4," $21,609.00 ", Attending ,
Vancouver Island University,07-02-2022,Hairdressing Foundation Certificate,1," $8,700.00 ",,
North Island College,,Aquaculture Tech,,, Completed  ,
Okanagan College,,Health Care Asssistant,,, Completed  ,
,,,,,,
Douglas College,,Diploma Computer & Information Studies,,, Hiatus ,
University of the Fraser Valley,,Bachelor of Arts,,,,
Vancouver Island University,,Welding Foundation and Fitter,,, Completed  ,
Langara College,,Diploma Arts and Science General,,, Hiatus ,
Okanagan College,10-05-2021,ABE Fundamental Certificate/PNUR 113 (Pre req for Nursing),1, $351.62 , Completed  ,
Thompson Rivers University,05-09-2018,Bachelor of Arts in Psychology,4," $24,000.00 ", Hiatus ,
Okanagan College,,Business Administration Diploma,,,,
Justice Insitute of British Columbia,23-09-2019,Adult Probation Officer,, $293.00 , Completed  ,
Thompson Rivers University,01-09-2018,Bachelor of Business Administration, 4 ," $24,100.00 ", Attending ,
Douglas College,,Veterinary Office Animal Care Certificate,,, Completed  ,
Camosun College,01-05-2022,Associate of Arts Degree,2," $22,000.00 ",,
Thompson Rivers University,,Bachelor of Science,,,,
Thompson Rivers University,,Bachelor of Natural Resource Sciences,,, Completed  ,
Okanagan College,04-05-2020,Health Care Assistant,1," $3,604.00 ", Completed  ,
University of Victoria,06-09-2022,Bachelor of Social Work,4," $27,147.00 ",,
University of the Fraser Valley,01-09-2019,Qualifying Studies,," $8,005.00 ", Hiatus ,
Selkirk College,01-01-2019,Digital Arts,2,, Hiatus , Did not complete program probably due to COVID. 
Vancouver Island University,06-09-2022,Bachelor of Science,4," $31,796.00 ",,
Vancouver Community College,06-09-2022,Medical Office Assistant,1," $3,000.00 ",,
Langara College,,Diploma Kinesiology,,, Hiatus ,
Okanagan College,16-09-2019,Interior Decorating Certificate,1,, Hiatus , Not complete?  Last attended Fall 2019 
Camosun College,04-09-2018,Criminal Justice,2,, Hiatus , Last attended 03/19 
Camosun College,07-01-2019,University Transfer,2,, Hiatus ,
North Island College,,,,, Never Attended ,
University of British Columbia-Okanagan,06-09-2022,Bachelor of Science,4," $22,500.00 ",,
College of the Rockies,,Heavy Mechanical ,1,, Completed  ,
University of Northen BC,04-09-2018,Psychology,4," $24,565.00 ", Attending ,
Vancouver Island University,,Bachelor of Arts,,, Completed  ,
Vancouver Island University,03-09-2019,Estethics,1," $13,269.00 ", Completed  ,
Okanagan College,01-09-2019,Associate of Arts,2," $9,597.08 ", Attending ,
Okanagan College,,PNUR113 (Practical Nursing applicant) course,,, Completed  , Course completed (PNUR 113) 
Thompson Rivers University,05-09-2018,Bachelor of Arts,4," $24,100.00 ", Attending ,
Thompson Rivers University,13-05-2018,Bachelor of Business Administration in Human Resource Management, 4 ," $24,100.00 ", Attending ,
Thompson Rivers University,,Bachelor of Health Science,,,,
Thompson Rivers University,,Bachelor of Arts,,,,
Douglas College,01-09-2018,General Studies,2," $12,000.00 ", Hiatus ,
Thompson Rivers University,,Social Service Worker Certificate,,,,
Vancouver Island University,06-09-2022,Bachelor of Business/Business,4," $26,980.00 ",,
University of Northen BC,07-09-2022,Bachelor of Anthropology,4," $27,576.00 ",,
Langara College,09-05-2022,Applied Soc.Sci and Humanities Diploma,2," $12,016.00 ",,
Camosun College,04-09-2018,Indigenous Studies,1,, Hiatus , Last attended 12-/18 
Vancouver Community College,,Fashion Design,,, Completed  ,
Thompson Rivers University,,Visual Arts Certificate,,,,
University of Victoria,,Bachelor of Arts,,, Attending ,
Vancouver Community College,10-09-2019,Legal,1," $6,500.00 ", Attending ,
Vancouver Community College,,Health Care Assistant,,,,
Vancouver Community College,02-09-2020,Graphic Design Yr 1 & 2,2," $9,500.00 ", Completed  ,
Langara College,06-01-2020,Criminology Diploma ,2," $9,583.00 ", Hiatus ,
University of Victoria,,Bachelor of Arts,,,,
North Island College,,,,, Never Attended ,
BCIT,,Bachelor of Arts,,, Never Attended ,
Kwantlen Polytechnic University,01-09-2017,Bachelor of Arts in Psychology,4," $33,240.00 ", Hiatus ,
Camosun College,04-09-2018,College Prep,,, Hiatus , Last attended 02/19 
Douglas College,,General Studies,,, Hiatus ,
Okanagan College,03-01-2018,Associate of Arts,2," $9,597.08 ", Hiatus ,
University of Victoria,,Bachelor of Fine Arts,,, Attending ,
Thompson Rivers University,,Heavy Duty Equipment Tech Foundation,,,,
University of Victoria,,Bachelor of Science,,, Attending ,
Thompson Rivers University,06-09-2022,Bachelor of Arts,4," $21,960.00 ",,Follow up by Carla 2023-Time in care
BCIT,11-04-2022,Electical Foundation,1," $4,384.00 ",,Denied days in care-Denied in March
Okanagan College,06-09-2022,Carpentry/Joinery,1," $4,731.00 ",,Denied due to days in care (486)
University of the Fraser Valley,10-09-2022,Welding Foundations,1," $5,822.00 ",,
University of the Fraser Valley,10-09-2022,Veterinary Admin Certificate,1," $8,137.00 ",,
University of the Fraser Valley,10-09-2022,Veterinary Admin Assistant,1," $8,227.00 ",,Denied due to days in care (644)
Douglas College,06-09-2022,Diploma in Criminology,2," $12,305.00 ",,
Camosun College,06-09-2022,Heavy Mechanical Trades,1," $4,907.00 ",,
Vancouver Island University,07-06-2022,Bachelor of Graphic Design,4," $32,780.00 ",,
Vancouver Island University,06-09-2022,Bachelor of Arts,4," $33,600.00 ",,
Kwantlen Polytechnic University,17-10-2022,Welding Foundation Certificate,1," $4,484.21 ",,
Thompson Rivers University,01-06-2022,Social Service Worker Certificate,1," $5,091.00 ",,
Thompson Rivers University,01-06-2022,Bachelor of General Studies,4," $13,088.00 ",,
Vancouver Island University,06-09-2022,Social Services Diploma,2," $13,490.00 ",,
BCIT,04-07-2022,Atutomotive Technician Foundation,1," $5,330.00 ",,
Okanagan College,07-06-2022,Human Service Work,2," $8,840.00 ",,
Selkirk College,06-09-2022,Bachelor of Nursing,4," $26,098.16 ",,
Thompson Rivers University,01-07-2022,Diploma in General Studies,2," $10,200.00 ",,
North Island College,06-09-2022,Carpentry Apprenticeship Levels 100-400,," $4,500.00 ",,
Vancouver Community College,26-09-2022,Baking & Pastry Arts ,1," $5,500.00 ",,
Camosun College,06-09-2022,Visual Arts,2," $8,800.00 ",,
Camosun College,06-09-2022,Interactive Media Developer,2," $18,800.00 ",,
Camosun College,06-09-2022,Bachelor of Business Admin (Marketing),4," $28,000.00 ",,
Native Education College,06-09-2022,Family & Community Counselling Certificate,1," $7,695.00 ",,
BCIT,06-09-2022,Millwright Foundation,1," $4,369.00 ",,
University of British Columbia,06-09-2022,Bachelor of Science,3," $23,000.00 ",,
Camosun College,06-09-2022,Diploma in Kinesiology,2," $11,500.00 ",,
BCIT,06-09-2022,"Diploma in 3D Modeling, Art & Animation ",2," $27,726.00 ",,
BCIT,04-01-2023,Electrical Foundation,1," $4,495.00 ",,
Douglas College,06-09-2022,General Studies Diploma,1," $2,222.00 ",,
BCIT,06-09-2022,Electrical Foundation,1," $4,496.00 ",,
University of British Columbia-Okanagan,06-09-2022,Bachelor of Science in Nursing,4," $25,000.00 ",,
University of the Fraser Valley,07-09-2022,Qualifying Studies,1," $9,024.00 ",,
North Island College,06-09-2022,Bachelor of Arts-Psychology,2," $8,500.00 ",,
Vancouver Island University,05-07-2022,Social Services Diploma,2," $13,490.00 ",,
Douglas College,06-09-2022,Associate of Arts Degree,2," $12,015.00 ",,
Kwantlen Polytechnic University,06-09-2022,Bachelor of Science and Horticulture,4," $33,348.00 ",,
Simon Fraser University,07-09-2022,BA-Health Sciences,4," $27,907.00 ",,
Simon Fraser University,07-09-2022,BA-Psychology,4," $28,207.00 ",,
BCIT,01-06-2022,Applied Software Development Certificate,1," $4,200.00 ",,
University of Northen BC,07-09-2022,Genreal Arts,4," $27,696.00 ",,
College of New Caledonia,06-09-2022,Social Service Worker Diploma,2," $8,403.00 ",,
Simon Fraser University,07-09-2022,Indigenous University Prep Program,1," $3,057.00 ",,
Simon Fraser University,07-09-2022,Indigenous University Prep Program,1," $3,057.00 ",,
University of the Fraser Valley,06-09-2022,Welding Foundations,1," $5,386.00 ",,
University of the Fraser Valley,06-09-2022,Qualifying Studies,1," $8,468.00 ",,
North Island College,06-09-2022,Adventure Tourism Certificate,1," $10,500.00 ",,
Simon Fraser University,07-09-2022,Indigenous University Prep Program,2," $3,057.00 ",,
Okanagan College,06-09-2022,Educational Assistant & Occupational Health & Safety,2," $10,963.00 ",,
Douglas College,06-09-2022,Certificate in General Business,1," $6,272.00 ",,
BCIT,06-09-2022,Video Productions and Editing Associate Certificate,1," $6,000.00 ",,
Camosun College,04-07-2022,Horticulture Technician,1," $4,801.00 ",,
College of New Caledonia,06-09-2022,Dental Assistant Certificate,1," $6,365.00 ",,
Langara College,06-09-2022,Associate of Arts in Philosophy,2," $12,019.17 ",,
University of Victoria,07-09-2022,BA Social Science,4," $27,685.00 ",,
College of New Caledonia,06-09-2022,Social Service Worker UT Diploma,2," $8,403.00 ",,
Okanagan College,07-09-2022,Business Administration Diploma,2," $11,408.00 ",,
Okanagan College,06-02-2023,Aircraft Maintenance Engineer Category S,1," $8,154.00 ",,
Thompson Rivers University,06-09-2022,Bachelor of Arts,4," $22,520.00 ",,
Okanagan College,07-09-2022,Associate of Arts,2," $9,816.00 ",,
Okanagan College,07-09-2022,Associate of Arts,2," $9,816.00 ",,
Coast Mountain College,02-08-2022,Professional Cook Apprentice Level 1,1," $2,868.00 ",,
Douglas College,06-09-2022,General Studies Diploma,2," $13,439.84 ",,
BCIT,26-09-2022,Piping Foundation,1," $4,673.00 ",,
Vancouver Community College,06-09-2022,Esthetic and Spa Therapy,1," $15,385.00 ",,
University of the Fraser Valley,06-09-2022,Bachelor of General Studies/Arts,4," $24,587.00 ",,
Vancouver Island University,06-09-2022,Social Services Diploma,2," $13,490.00 ",,
North Island College,06-09-2022,Office Administration Certificate,1," $2,500.00 ",,
Northern Lights College,06-09-2022,Early Child Educatioin and Care Diploma,2," $9,400.00 ",,
Vancouver Island University,06-09-2022,Heavy Mechanical Trades Foundation,1," $7,166.00 ",,
College of the Rockies,06-09-2022,Welding - Level C,1," $3,808.00 ",,
Langara College,06-09-2022,Associate of Art: Business & Commerce,2," $12,017.00 ",,
North Island College,06-09-2022,ABE into Uni Transfer,1," $5,500.00 ",,
Capilano University,01-09-2022,Bachelor of Communication ,4," $26,556.00 ",,
Okanagan College,29-08-2022,Early Childhood Education,2," $9,263.00 ",,
Vancouver Island University,06-09-2022,Bachelor of Arts,4," $28,580.00 ",,
Capilano University,01-09-2022,Art - General,2," $11,841.00 ",,
University of British Columbia,06-09-2022,Bachelor of Arts,4," $29,000.00 ",,
University of British Columbia,04-09-2022,Micro-certificate in Cybersecurity Strategy and Risk Management,1," $2,500.00 ",,
Vancouver Island University,22-07-2022,Community Mental Health Worker Certificate,1," $9,365.00 ",,
Vancouver Island University,06-09-2022,BA Visual Arts,4," $25,800.00 ",,
Langara College,01-01-2019,Associate of Arts in English,2," $12,017.00 ",,
University of the Fraser Valley,06-09-2022,Associate of Arts Degree,2," $11,422.00 ",,
Vancouver Island University,30-08-2022,Baking and Pastry Arts Management Diploma,2," $14,730.00 ",,
University of the Fraser Valley,06-09-2022,Bachelor of Arts,4," $24,587.00 ",,
University of the Fraser Valley,06-09-2022,Bachelor of Fine Arts,4," $24,587.00 ",,
Langara College,06-09-2022,Arts & Science Diploma,2," $12,017.00 ",,
Langara College,06-09-2022,Bachelor of Health Studies ,5," $25,360.00 ",,
College of New Caledonia,06-09-2022,Practical Nurse Diploma,2," $13,656.00 ",,
Langara College,06-09-2022,Full Stack Web Development,1," $2,966.00 ",,
University of the Fraser Valley,07-09-2022,Qualifying Studies,1," $8,827.00 ",,
Okanagan College,29-08-2022,Early Childhood Education,2," $9,263.00 ",,
Capilano University,01-09-2022,Educational Assistant certificate,2," $9,340.00 ",,
Okanagan College,07-09-2022,Criminal and Social Justice,2," $9,542.00 ",,
University of the Fraser Valley,07-09-2022,Early Childhood Education Certificate,2," $8,704.00 ",,
Royal Roads University,13-09-2021,Masters of Global Management,2," $27,511.00 ",,
Douglas College,06-09-2022,Music Technology Diploma,1," $4,053.00 ",,
Vancouver Island University,06-09-2022,Bachelor of Arts,4," $28,668.00 ",,
University of British Columbia,06-09-2022,Bachelor of Arts,4," $29,000.00 ",,
Langara College,06-09-2022,Diploma in Fine Arts ,2," $24,251.00 ",,
University of Victoria,01-09-2022,BA Social Science (undeclared),4," $27,684.00 ",,
Douglas College,06-09-2022,Youth Justice Diploma,2," $15,724.00 ",,
North Island College,01-09-2022,Associate Arts Degree,2," $5,000.00 ",,
Douglas College,06-09-2022,Veterinary Office & Animal Care Certificate,1," $7,075.00 ",,
Vancouver Community College,01-01-2023,Culinary Arts,1," $4,984.00 ",,
Douglas College,06-09-2022,Academic Foundations,1," $6,600.00 ",,
University of the Fraser Valley,06-09-2022,Bachelor of Arts,4," $24,587.00 ",,
Douglas College,06-09-2022,Youth Justice Diploma,2," $14,743.00 ",,
Vancouver Community College,01-09-2022,Health Care Assistant,1," $3,680.00 ",,
Vancouver Community College,01-01-2023,Hair Design,1," $8,400.00 ",,
University of the Fraser Valley,07-09-2022,Qualifying Studies,1," $8,468.00 ",,
Capilano University,01-09-2022,Bachelor in Business Administration,4," $26,788.00 ",,
Simon Fraser University,01-09-2022,Human Resources Management Certificate,3," $6,816.00 ",,
Langara College,06-09-2022,Arts and Science Engineering Certificate,1," $17,621.00 ",,
University of the Fraser Valley,07-09-2022,Criminal Justice Diploma,2," $11,634.00 ",,
Vancouver Island University,06-09-2022,Bachelor of Arts,4," $28,668.00 ",,
University of British Columbia,07-09-2022,Bachelor of Arts,4," $29,000.00 ",,
Douglas College,06-09-2022,Criminolgy Diploma,2," $18,103.16 ",,
Douglas College,06-09-2022,Bachelor of Arts-Child and Youth Care,4," $40,245.32 ",,
Thompson Rivers University,06-09-2022,Bachelor of Business,4," $22,344.00 ",,
Langara College,07-09-2022,Diploma in Kinesiology,2," $12,017.00 ",,
Nicola Valley Institute of Technology,09-09-2022,Health Care Assit Certificate,1," $2,459.18 ",,
Vancouver Island University,06-09-2022,Community Mental Health Worker,1," $9,680.00 ",,
Justice Institute of British Columbia,06-09-2022,Emergency Responder/Primary Care Paramedic,1," $7,216.00 ",,
Douglas College,06-09-2022,General Studies Diploma,2," $9,043.00 ",,
University of Northen BC,07-09-2022,BA English,4," $27,400.00 ",,
Douglas College,06-09-2022,Computing Science Certificate,1," $4,747.00 ",,
Capilano University,06-09-2022,Bachelor of Arts with Major in Interdisciplinary,4," $24,769.17 ",,
Douglas College,06-09-2022,Child and Youth Care Diploma,2," $7,836.00 ",,
College of New Caledonia,06-09-2022,Associate of Arts Psychology,2," $8,248.00 ",,
College of New Caledonia,06-09-2022,Social Service Worker Certificate,1," $4,322.00 ",,
